,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
670,"Richmond, Adelaide, King",43.64970016479492,-79.38258361816406,Toronto Athletic Club,43.647359553534905,-79.3811766566002,Gym
671,"Richmond, Adelaide, King",43.64970016479492,-79.38258361816406,JaBistro,43.64968685893743,-79.38809001547467,Sushi Restaurant
672,"Richmond, Adelaide, King",43.64970016479492,-79.38258361816406,LUSH,43.653557,-79.3804,Cosmetics Shop
673,"Richmond, Adelaide, King",43.64970016479492,-79.38258361816406,Mercatto,43.6502431921682,-79.38081989149896,Italian Restaurant
674,"Richmond, Adelaide, King",43.64970016479492,-79.38258361816406,The Fairmont Royal York,43.64544914616651,-79.3815076529019,Hotel
675,"Richmond, Adelaide, King",43.64970016479492,-79.38258361816406,Michael's on Simcoe,43.64826881661747,-79.38632821234134,Steakhouse
676,"Richmond, Adelaide, King",43.64970016479492,-79.38258361816406,Fune Japanese Restaurant,43.64851365544565,-79.38645657820041,Japanese Restaurant
677,"Richmond, Adelaide, King",43.64970016479492,-79.38258361816406,HomeSense,43.6530533,-79.3794496,Furniture / Home Store
678,"Richmond, Adelaide, King",43.64970016479492,-79.38258361816406,First Canadian Place,43.64848212292913,-79.38244342803955,Building
679,"Richmond, Adelaide, King",43.64970016479492,-79.38258361816406,Eggspectation Bell Trinity Square,43.65314383888587,-79.38198016678167,Breakfast Spot
680,"Richmond, Adelaide, King",43.64970016479492,-79.38258361816406,SEPHORA,43.6535272,-79.3801543,Cosmetics Shop
681,"Richmond, Adelaide, King",43.64970016479492,-79.38258361816406,Apple Eaton Centre,43.6529676,-79.3806704,Electronics Store
682,"Richmond, Adelaide, King",43.64970016479492,-79.38258361816406,Burrito Boyz,43.6484455955513,-79.3879951787513,Burrito Place
683,"Richmond, Adelaide, King",43.64970016479492,-79.38258361816406,Chotto Matte,43.646473,-79.378782,Japanese Restaurant
684,"Richmond, Adelaide, King",43.64970016479492,-79.38258361816406,Freshii,43.649273084327184,-79.38374831204301,Salad Place
685,"Richmond, Adelaide, King",43.64970016479492,-79.38258361816406,The Burger's Priest,43.64864328298093,-79.38753876719665,Fast Food Restaurant
686,"Richmond, Adelaide, King",43.64970016479492,-79.38258361816406,Momofuku Noodle Bar,43.6493658716176,-79.38621652451032,Noodle House
687,"Richmond, Adelaide, King",43.64970016479492,-79.38258361816406,Olly Fresco's,43.646912231909276,-79.37959661696463,Deli / Bodega
688,"Richmond, Adelaide, King",43.64970016479492,-79.38258361816406,Cambridge Suites Toronto,43.65183649475983,-79.37810738045548,Hotel
689,"Richmond, Adelaide, King",43.64970016479492,-79.38258361816406,One King West Hotel & Residence,43.6491395,-79.3778763,Hotel
690,"Richmond, Adelaide, King",43.64970016479492,-79.38258361816406,Ki Modern Japanese + Bar,43.647223,-79.3793738,Japanese Restaurant
691,"Richmond, Adelaide, King",43.64970016479492,-79.38258361816406,Royal Alexandra Theatre,43.647255,-79.38753,Theater
692,"Richmond, Adelaide, King",43.64970016479492,-79.38258361816406,Copacabana Grilled Brazilian,43.64833259480477,-79.3881514766071,Brazilian Restaurant
693,"Richmond, Adelaide, King",43.64970016479492,-79.38258361816406,Thai Island,43.64914597811404,-79.38379835292523,Thai Restaurant
694,"Richmond, Adelaide, King",43.64970016479492,-79.38258361816406,Ruby Thai (First Canadian Place),43.64909140219368,-79.38159990145141,Thai Restaurant
695,"Dufferin, Dovercourt Village",43.66508865356445,-79.43871307373047,Rosie Robin A Touch Of Convenience,43.66318235854112,-79.43542722772675,Café
696,"Dufferin, Dovercourt Village",43.66508865356445,-79.43871307373047,The Greater Good Bar,43.669409,-79.439267,Bar
697,"Dufferin, Dovercourt Village",43.66508865356445,-79.43871307373047,Parallel,43.66951635632503,-79.43872770646192,Middle Eastern Restaurant
698,"Dufferin, Dovercourt Village",43.66508865356445,-79.43871307373047,Dovercourt Park,43.664915496359505,-79.43412931213085,Park
699,"Dufferin, Dovercourt Village",43.66508865356445,-79.43871307373047,FreshCo,43.66791838591585,-79.44075425394298,Grocery Store
700,"Dufferin, Dovercourt Village",43.66508865356445,-79.43871307373047,Happy Bakery & Pastries,43.66705039063128,-79.44179124412831,Bakery
701,"Dufferin, Dovercourt Village",43.66508865356445,-79.43871307373047,Wallace Emerson Park,43.66693250395496,-79.4394486237563,Park
702,"Dufferin, Dovercourt Village",43.66508865356445,-79.43871307373047,TD Canada Trust,43.6679341,-79.4416984,Bank
703,"Dufferin, Dovercourt Village",43.66508865356445,-79.43871307373047,Rexall,43.667504,-79.442086,Pharmacy
704,"Dufferin, Dovercourt Village",43.66508865356445,-79.43871307373047,TTC Bus #29 Dufferin,43.664738019572184,-79.43709737814093,Bus Line
705,"Dufferin, Dovercourt Village",43.66508865356445,-79.43871307373047,Stop BBQ Chicken,43.665923081653766,-79.43804189355156,Brazilian Restaurant
706,"Dufferin, Dovercourt Village",43.66508865356445,-79.43871307373047,Galleria Smokers Choice,43.668135,-79.44004598818758,Smoke Shop
707,"Dufferin, Dovercourt Village",43.66508865356445,-79.43871307373047,Batl Backyard Axe Throwing League,43.667027,-79.44314,Athletics & Sports
708,"Dufferin, Dovercourt Village",43.66508865356445,-79.43871307373047,The Brick,43.66912616885337,-79.44025978782156,Furniture / Home Store
709,Scarborough Village,43.74309158325195,-79.23526000976562,Dairy Queen,43.73950592131142,-79.23689366388604,Ice Cream Shop
710,Scarborough Village,43.74309158325195,-79.23526000976562,Dairy Queen,43.7395802,-79.2369911,Ice Cream Shop
711,Scarborough Village,43.74309158325195,-79.23526000976562,Swiss Chalet,43.740393078236075,-79.23280219143186,Restaurant
712,Scarborough Village,43.74309158325195,-79.23526000976562,Eglinton GO Station,43.739701465456726,-79.23228116650037,Train Station
713,"Fairview, Henry Farm, Oriole",43.78097152709961,-79.34780883789062,The LEGO Store,43.77820727238842,-79.34348299621146,Toy / Game Store
714,"Fairview, Henry Farm, Oriole",43.78097152709961,-79.34780883789062,SilverCity,43.77868093228815,-79.3440850072426,Movie Theater
715,"Fairview, Henry Farm, Oriole",43.78097152709961,-79.34780883789062,CF Fairview Mall,43.777993908591895,-79.34366510981064,Shopping Mall
716,"Fairview, Henry Farm, Oriole",43.78097152709961,-79.34780883789062,Fairview Library Theatre,43.779018057023805,-79.34652599431665,Theater
717,"Fairview, Henry Farm, Oriole",43.78097152709961,-79.34780883789062,Shoppers Drug Mart,43.77817,-79.345014,Pharmacy
718,"Fairview, Henry Farm, Oriole",43.78097152709961,-79.34780883789062,Purdys Chocolatier,43.77816,-79.344154,Chocolate Shop
719,"Fairview, Henry Farm, Oriole",43.78097152709961,-79.34780883789062,DAVIDsTEA,43.77759332519533,-79.34508888051846,Tea Room
720,"Fairview, Henry Farm, Oriole",43.78097152709961,-79.34780883789062,Apple Fairview,43.7778832,-79.3437891,Electronics Store
721,"Fairview, Henry Farm, Oriole",43.78097152709961,-79.34780883789062,New York Fries - Fairview Mall,43.77860499015611,-79.34357713182652,Restaurant
722,"Fairview, Henry Farm, Oriole",43.78097152709961,-79.34780883789062,Hero Certified Burgers,43.7772948385197,-79.34458372068603,Burger Joint
723,"Fairview, Henry Farm, Oriole",43.78097152709961,-79.34780883789062,Old Navy,43.7779901,-79.3440914,Clothing Store
724,"Fairview, Henry Farm, Oriole",43.78097152709961,-79.34780883789062,Booster Juice,43.77742786,-79.3449699,Juice Bar
725,"Fairview, Henry Farm, Oriole",43.78097152709961,-79.34780883789062,Ten Ren's Tea Time,43.777158444629066,-79.34453087278449,Juice Bar
726,"Fairview, Henry Farm, Oriole",43.78097152709961,-79.34780883789062,Aroma Espresso Bar,43.777700197902725,-79.34465166972005,Coffee Shop
727,"Fairview, Henry Farm, Oriole",43.78097152709961,-79.34780883789062,H&M,43.77754859086118,-79.34560423018411,Clothing Store
728,"Fairview, Henry Farm, Oriole",43.78097152709961,-79.34780883789062,LCBO,43.77895496200283,-79.34504796258686,Liquor Store
729,"Fairview, Henry Farm, Oriole",43.78097152709961,-79.34780883789062,Starbucks,43.77799,-79.344091,Coffee Shop
730,"Fairview, Henry Farm, Oriole",43.78097152709961,-79.34780883789062,TD Canada Trust,43.777763,-79.345974,Bank
731,"Fairview, Henry Farm, Oriole",43.78097152709961,-79.34780883789062,Fairview Mall Food Garden,43.77836930887007,-79.34321606591291,Food Court
732,"Fairview, Henry Farm, Oriole",43.78097152709961,-79.34780883789062,EB Games,43.7781866230844,-79.3433096596408,Video Game Store
733,"Fairview, Henry Farm, Oriole",43.78097152709961,-79.34780883789062,Tommy Hilfiger,43.77742747193735,-79.34589327979445,Clothing Store
734,"Fairview, Henry Farm, Oriole",43.78097152709961,-79.34780883789062,Thai Express,43.77799,-79.344091,Restaurant
735,"Fairview, Henry Farm, Oriole",43.78097152709961,-79.34780883789062,Tim Hortons,43.777964,-79.344715,Coffee Shop
736,"Fairview, Henry Farm, Oriole",43.78097152709961,-79.34780883789062,RBC Royal Bank,43.777303882018465,-79.3446527392512,Bank
737,"Fairview, Henry Farm, Oriole",43.78097152709961,-79.34780883789062,Zara,43.777961241763556,-79.34469070057258,Clothing Store
738,"Fairview, Henry Farm, Oriole",43.78097152709961,-79.34780883789062,KFC,43.7776,-79.3442,Fast Food Restaurant
739,"Fairview, Henry Farm, Oriole",43.78097152709961,-79.34780883789062,SEPHORA,43.7784228,-79.3437426,Cosmetics Shop
740,"Fairview, Henry Farm, Oriole",43.78097152709961,-79.34780883789062,Hollister Co.,43.778088689883695,-79.34370423838938,Clothing Store
741,"Fairview, Henry Farm, Oriole",43.78097152709961,-79.34780883789062,Bourbon St. Grill,43.77827649168577,-79.34324149162853,Fast Food Restaurant
742,"Fairview, Henry Farm, Oriole",43.78097152709961,-79.34780883789062,Oriole Park,43.78081676843454,-79.35132725701995,Baseball Field
743,"Fairview, Henry Farm, Oriole",43.78097152709961,-79.34780883789062,Fit For Life,43.77935234078756,-79.35056822110249,Fast Food Restaurant
744,"Fairview, Henry Farm, Oriole",43.78097152709961,-79.34780883789062,Z•teca,43.777216678163484,-79.3444011179068,Burrito Place
745,"Fairview, Henry Farm, Oriole",43.78097152709961,-79.34780883789062,St. Louis Bar & Grill,43.77721460733997,-79.34508093497027,Bar
746,"Fairview, Henry Farm, Oriole",43.78097152709961,-79.34780883789062,Oriole Arena,43.78244676051861,-79.35181677689381,Skating Rink
747,"Fairview, Henry Farm, Oriole",43.78097152709961,-79.34780883789062,McDonald's,43.7784074,-79.3435742,Fast Food Restaurant
748,"Fairview, Henry Farm, Oriole",43.78097152709961,-79.34780883789062,Strauss Mens Wear,43.777959688099855,-79.34568384162634,Men's Store
749,"Fairview, Henry Farm, Oriole",43.78097152709961,-79.34780883789062,Godstone Park,43.784542084005906,-79.3481480651686,Park
750,"Fairview, Henry Farm, Oriole",43.78097152709961,-79.34780883789062,Esprit,43.777509876348375,-79.3456948427695,Clothing Store
751,"Fairview, Henry Farm, Oriole",43.78097152709961,-79.34780883789062,Bath & Body Works,43.778348810835624,-79.34386521577835,Distribution Center
752,"Fairview, Henry Farm, Oriole",43.78097152709961,-79.34780883789062,Foot Locker,43.7783673,-79.3437077,Shoe Store
753,"Fairview, Henry Farm, Oriole",43.78097152709961,-79.34780883789062,Enterprise Rent-A-Car,43.777993,-79.344091,Rental Car Location
754,"Fairview, Henry Farm, Oriole",43.78097152709961,-79.34780883789062,BCBG Max Azria,43.77696607091188,-79.34701924857568,Boutique
755,"Fairview, Henry Farm, Oriole",43.78097152709961,-79.34780883789062,Garage Clothing,43.77695171853015,-79.34700906250485,Clothing Store
756,"Fairview, Henry Farm, Oriole",43.78097152709961,-79.34780883789062,Taco Bell,43.77861083632695,-79.34318593865498,Restaurant
757,"Fairview, Henry Farm, Oriole",43.78097152709961,-79.34780883789062,Jean Machine,43.77788221560059,-79.34401165272197,Clothing Store
758,"Fairview, Henry Farm, Oriole",43.78097152709961,-79.34780883789062,Aéropostale,43.77828083022019,-79.34342473513604,Clothing Store
759,"Fairview, Henry Farm, Oriole",43.78097152709961,-79.34780883789062,Jimmy The Greek,43.77824451598338,-79.34332200351092,Greek Restaurant
760,"Fairview, Henry Farm, Oriole",43.78097152709961,-79.34780883789062,Mr Sub,43.77825560280745,-79.34325028086052,Sandwich Place
761,"Fairview, Henry Farm, Oriole",43.78097152709961,-79.34780883789062,Peoples Jewellers,43.7780567,-79.3434308,Jewelry Store
762,"Fairview, Henry Farm, Oriole",43.78097152709961,-79.34780883789062,Laura Secord,43.7782285533859,-79.34321768453563,Dessert Shop
763,"Fairview, Henry Farm, Oriole",43.78097152709961,-79.34780883789062,Yoi,43.778244,-79.34301,Japanese Restaurant
764,"Northwood Park, York University",43.7646713256836,-79.4871826171875,MUSE Massage Spa,43.7656861872247,-79.4893183666046,Massage Studio
765,"Northwood Park, York University",43.7646713256836,-79.4871826171875,Carribean Heat,43.764155,-79.490227,Caribbean Restaurant
766,"Northwood Park, York University",43.7646713256836,-79.4871826171875,Tim Hortons,43.764289283166015,-79.48879033327103,Coffee Shop
767,"Northwood Park, York University",43.7646713256836,-79.4871826171875,Fox & Fiddle,43.76379461939549,-79.48849672002802,Bar
768,"Northwood Park, York University",43.7646713256836,-79.4871826171875,Oishi Sushi,43.76352343481974,-79.49013570659244,Japanese Restaurant
769,"Northwood Park, York University",43.7646713256836,-79.4871826171875,TD Canada Trust,43.762819345862425,-79.49025084540365,Bank
770,"Northwood Park, York University",43.7646713256836,-79.4871826171875,Party City,43.76417373654635,-79.4852503780818,Miscellaneous Shop
771,"Northwood Park, York University",43.7646713256836,-79.4871826171875,Bad Boy Furniture - North York,43.76431446505117,-79.4865882396698,Furniture / Home Store
772,"Northwood Park, York University",43.7646713256836,-79.4871826171875,McDonald's,43.762413143616065,-79.49024297305107,Fast Food Restaurant
773,"Northwood Park, York University",43.7646713256836,-79.4871826171875,Finch West Subway Station,43.76510685746509,-79.49117202171209,Metro Station
774,"Northwood Park, York University",43.7646713256836,-79.4871826171875,Pizza Nova,43.762761957796464,-79.49120791067236,Pizza Place
775,"Northwood Park, York University",43.7646713256836,-79.4871826171875,Kitchen Stuff Plus (Distribution),43.761406,-79.484853,Furniture / Home Store
776,"Northwood Park, York University",43.7646713256836,-79.4871826171875,Mr.Sub,43.76062,-79.489669,Restaurant
777,"East Toronto, Broadview North (Old East York)",43.6881103515625,-79.33418273925781,Sammon Convenience,43.68695102703702,-79.33500661843325,Convenience Store
778,"East Toronto, Broadview North (Old East York)",43.6881103515625,-79.33418273925781,Dieppe Park,43.692206959700314,-79.33607384580417,Park
779,"Harbourfront East, Union Station, Toronto Islands",43.64284896850586,-79.38040161132812,iQ Food Co,43.642851,-79.382081,Salad Place
780,"Harbourfront East, Union Station, Toronto Islands",43.64284896850586,-79.38040161132812,Real Sports Apparel,43.64285984835777,-79.38018363195047,Sporting Goods Shop
781,"Harbourfront East, Union Station, Toronto Islands",43.64284896850586,-79.38040161132812,Scotiabank Arena,43.64344617535107,-79.37903988889991,Basketball Stadium
782,"Harbourfront East, Union Station, Toronto Islands",43.64284896850586,-79.38040161132812,Maple Leaf Square,43.64292522840183,-79.38089182467687,Plaza
783,"Harbourfront East, Union Station, Toronto Islands",43.64284896850586,-79.38040161132812,Air Canada Club,43.643224100030416,-79.37915938219528,Lounge
784,"Harbourfront East, Union Station, Toronto Islands",43.64284896850586,-79.38040161132812,Le Germain Hotel,43.64312502979691,-79.38091770864038,Hotel
785,"Harbourfront East, Union Station, Toronto Islands",43.64284896850586,-79.38040161132812,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Hotel
786,"Harbourfront East, Union Station, Toronto Islands",43.64284896850586,-79.38040161132812,TELUS,43.64331243103257,-79.38099939294844,IT Services
787,"Harbourfront East, Union Station, Toronto Islands",43.64284896850586,-79.38040161132812,Miku,43.64137436,-79.37753063,Japanese Restaurant
788,"Harbourfront East, Union Station, Toronto Islands",43.64284896850586,-79.38040161132812,Longo's Maple Leaf Square,43.64251679604069,-79.38139301653129,Supermarket
789,"Harbourfront East, Union Station, Toronto Islands",43.64284896850586,-79.38040161132812,Pilot Coffee Roasters,43.64501814464698,-79.3804150931199,Coffee Shop
790,"Harbourfront East, Union Station, Toronto Islands",43.64284896850586,-79.38040161132812,Union Pearson Express,43.64436200658875,-79.38319927907953,Train Station
791,"Harbourfront East, Union Station, Toronto Islands",43.64284896850586,-79.38040161132812,WVRST,43.64496809087762,-79.38137631843854,Beer Bar
792,"Harbourfront East, Union Station, Toronto Islands",43.64284896850586,-79.38040161132812,Roundhouse Park,43.64174513889102,-79.38427882922346,Park
793,"Harbourfront East, Union Station, Toronto Islands",43.64284896850586,-79.38040161132812,The Fairmont Royal York,43.64544914616651,-79.3815076529019,Hotel
794,"Harbourfront East, Union Station, Toronto Islands",43.64284896850586,-79.38040161132812,Harbour 60 Toronto,43.64222021431867,-79.37794459004243,Steakhouse
795,"Harbourfront East, Union Station, Toronto Islands",43.64284896850586,-79.38040161132812,Evviva Restaurant,43.64157991761808,-79.38345644030795,Deli / Bodega
796,"Harbourfront East, Union Station, Toronto Islands",43.64284896850586,-79.38040161132812,Harbourfront,43.639525632239106,-79.38068838052389,Neighborhood
797,"Harbourfront East, Union Station, Toronto Islands",43.64284896850586,-79.38040161132812,Balzac's Coffee,43.644372584148364,-79.38306470027423,Coffee Shop
798,"Harbourfront East, Union Station, Toronto Islands",43.64284896850586,-79.38040161132812,Delta Toronto Club Lounge,43.64308454373067,-79.38388489051405,Roof Deck
799,"Harbourfront East, Union Station, Toronto Islands",43.64284896850586,-79.38040161132812,BeaverTails,43.639736,-79.380068,Dessert Shop
800,"Harbourfront East, Union Station, Toronto Islands",43.64284896850586,-79.38040161132812,Aroma Espresso Bar,43.6423209103846,-79.38374932648954,Café
801,"Harbourfront East, Union Station, Toronto Islands",43.64284896850586,-79.38040161132812,Mos Mos,43.64163954520267,-79.3775517786762,Coffee Shop
802,"Harbourfront East, Union Station, Toronto Islands",43.64284896850586,-79.38040161132812,Harbour Square Park,43.63925269130776,-79.37839547902978,Park
803,"Harbourfront East, Union Station, Toronto Islands",43.64284896850586,-79.38040161132812,Lake Ontario,43.63894493157648,-79.37966465950012,Lake
804,"Harbourfront East, Union Station, Toronto Islands",43.64284896850586,-79.38040161132812,Sharetea,43.640175967763966,-79.37960567018246,Bubble Tea Shop
805,"Harbourfront East, Union Station, Toronto Islands",43.64284896850586,-79.38040161132812,DAVIDsTEA,43.64650585612388,-79.38014477491379,Tea Room
806,"Harbourfront East, Union Station, Toronto Islands",43.64284896850586,-79.38040161132812,RS - Real Sports,43.64255846521551,-79.37996506690979,Sports Bar
807,"Harbourfront East, Union Station, Toronto Islands",43.64284896850586,-79.38040161132812,Ripley's Aquarium of Canada,43.642104321965796,-79.38625159146146,Aquarium
808,"Harbourfront East, Union Station, Toronto Islands",43.64284896850586,-79.38040161132812,Ontario Square,43.63937829745867,-79.38209598496967,Plaza
809,"Harbourfront East, Union Station, Toronto Islands",43.64284896850586,-79.38040161132812,Chotto Matte,43.646473,-79.378782,Japanese Restaurant
810,"Harbourfront East, Union Station, Toronto Islands",43.64284896850586,-79.38040161132812,Toronto Railway Heritage Centre,43.64130010529897,-79.38588431405732,History Museum
811,"Harbourfront East, Union Station, Toronto Islands",43.64284896850586,-79.38040161132812,Kupfert & Kim,43.64117858582677,-79.37814448224783,Vegetarian / Vegan Restaurant
812,"Harbourfront East, Union Station, Toronto Islands",43.64284896850586,-79.38040161132812,Alexandro's World Famous Gyros,43.6416627086796,-79.3752137736969,Greek Restaurant
813,"Harbourfront East, Union Station, Toronto Islands",43.64284896850586,-79.38040161132812,Olly Fresco's,43.646912231909276,-79.37959661696463,Deli / Bodega
814,"Harbourfront East, Union Station, Toronto Islands",43.64284896850586,-79.38040161132812,Lavazza Espression,43.63953746292591,-79.38176322686563,Coffee Shop
815,"Harbourfront East, Union Station, Toronto Islands",43.64284896850586,-79.38040161132812,Subway,43.6397080530486,-79.38344130418051,Sandwich Place
816,"Harbourfront East, Union Station, Toronto Islands",43.64284896850586,-79.38040161132812,Ki Modern Japanese + Bar,43.647223,-79.3793738,Japanese Restaurant
817,"Harbourfront East, Union Station, Toronto Islands",43.64284896850586,-79.38040161132812,Starbucks,43.646799,-79.38069,Coffee Shop
818,"Harbourfront East, Union Station, Toronto Islands",43.64284896850586,-79.38040161132812,"The Westin Harbour Castle, Toronto",43.64121139206991,-79.37574863433838,Hotel
819,"Harbourfront East, Union Station, Toronto Islands",43.64284896850586,-79.38040161132812,Tim Hortons,43.646255967524645,-79.37957346439356,Coffee Shop
820,"Harbourfront East, Union Station, Toronto Islands",43.64284896850586,-79.38040161132812,Enwave Theatre,43.63863608843057,-79.38229942602973,Theater
821,"Harbourfront East, Union Station, Toronto Islands",43.64284896850586,-79.38040161132812,Brookfield Place,43.646790641203026,-79.37876938530562,Shopping Mall
822,"Harbourfront East, Union Station, Toronto Islands",43.64284896850586,-79.38040161132812,Tim Hortons,43.63882773618699,-79.38037276268005,Coffee Shop
823,"Harbourfront East, Union Station, Toronto Islands",43.64284896850586,-79.38040161132812,Sobeys Urban Fresh Queens Quay,43.638769,-79.380756,Grocery Store
824,"Harbourfront East, Union Station, Toronto Islands",43.64284896850586,-79.38040161132812,Mariposa Cruises,43.63921207797641,-79.37978267669678,Boat or Ferry
825,"Harbourfront East, Union Station, Toronto Islands",43.64284896850586,-79.38040161132812,Toronto Island Marina Tender Boat,43.639068296445174,-79.37974813282123,Boat or Ferry
826,"Harbourfront East, Union Station, Toronto Islands",43.64284896850586,-79.38040161132812,The Fix,43.638832,-79.380501,Ice Cream Shop
827,"Harbourfront East, Union Station, Toronto Islands",43.64284896850586,-79.38040161132812,York Quay Centre,43.639133,-79.382894,Theater
828,"Harbourfront East, Union Station, Toronto Islands",43.64284896850586,-79.38040161132812,WIND Mobile,43.63837868624732,-79.3801162083992,Electronics Store
829,"Little Portugal, Trinity",43.64873123168945,-79.41783905029297,Artscape Youngplace,43.646921206418654,-79.4173424662258,Art Gallery
830,"Little Portugal, Trinity",43.64873123168945,-79.41783905029297,Foxley Bistro,43.648642746283834,-79.42049525794245,Asian Restaurant
831,"Little Portugal, Trinity",43.64873123168945,-79.41783905029297,Pizzeria Libretto,43.64897862710277,-79.4206035669193,Pizza Place
832,"Little Portugal, Trinity",43.64873123168945,-79.41783905029297,Bellwoods Brewery,43.647097254598236,-79.41995537873463,Brewery
833,"Little Portugal, Trinity",43.64873123168945,-79.41783905029297,Rotate This,43.64854360521872,-79.42051802319355,Record Shop
834,"Little Portugal, Trinity",43.64873123168945,-79.41783905029297,Reposado,43.647320789001384,-79.42003151431754,Bar
835,"Little Portugal, Trinity",43.64873123168945,-79.41783905029297,Bellwoods Brewery Bottle Shop,43.64712,-79.420044,Beer Store
836,"Little Portugal, Trinity",43.64873123168945,-79.41783905029297,YogaSpace,43.64760744635252,-79.42013338783642,Yoga Studio
837,"Little Portugal, Trinity",43.64873123168945,-79.41783905029297,Pho Rua Vang (Golden Turtle),43.64689319654605,-79.41977781583955,Vietnamese Restaurant
838,"Little Portugal, Trinity",43.64873123168945,-79.41783905029297,La Banane,43.64904020618134,-79.42059946263156,French Restaurant
839,"Little Portugal, Trinity",43.64873123168945,-79.41783905029297,Bazara,43.64853491212856,-79.4205209529485,Japanese Restaurant
840,"Little Portugal, Trinity",43.64873123168945,-79.41783905029297,Bang Bang Ice Cream & Bakery,43.64624619920086,-79.41955285188536,Ice Cream Shop
841,"Little Portugal, Trinity",43.64873123168945,-79.41783905029297,Le Dolci,43.65037714376175,-79.41595899908262,Cupcake Shop
842,"Little Portugal, Trinity",43.64873123168945,-79.41783905029297,OddSeoul,43.64619218474247,-79.4196014527498,Korean Restaurant
843,"Little Portugal, Trinity",43.64873123168945,-79.41783905029297,La Cubana,43.64623003878161,-79.4196356996568,Cuban Restaurant
844,"Little Portugal, Trinity",43.64873123168945,-79.41783905029297,Dakota Tavern,43.64967991705445,-79.42083755592827,Bar
845,"Little Portugal, Trinity",43.64873123168945,-79.41783905029297,Paris Paris Bar,43.649237,-79.421436,Wine Bar
846,"Little Portugal, Trinity",43.64873123168945,-79.41783905029297,i deal coffee,43.64784412071227,-79.4202942461777,Coffee Shop
847,"Little Portugal, Trinity",43.64873123168945,-79.41783905029297,Union Restaurant,43.64585979013257,-79.41953208988866,New American Restaurant
848,"Little Portugal, Trinity",43.64873123168945,-79.41783905029297,The Communist's Daughter,43.64936167997857,-79.42096310360856,Bar
849,"Little Portugal, Trinity",43.64873123168945,-79.41783905029297,Lower Ossington Theatre,43.64638945106542,-79.4197810126815,Theater
850,"Little Portugal, Trinity",43.64873123168945,-79.41783905029297,Gift Shop,43.64614871682715,-79.41948131634449,Cocktail Bar
851,"Little Portugal, Trinity",43.64873123168945,-79.41783905029297,Mamakas Taverna,43.645908,-79.419654,Greek Restaurant
852,"Little Portugal, Trinity",43.64873123168945,-79.41783905029297,Trinity Bellwoods Park,43.64707192840234,-79.4137559260075,Park
853,"Little Portugal, Trinity",43.64873123168945,-79.41783905029297,Bobbie Sue's Mac + Cheese,43.64778276946676,-79.42041900552132,Mac & Cheese Joint
854,"Little Portugal, Trinity",43.64873123168945,-79.41783905029297,Trinity Bellwoods Dog Park - The Bowl,43.64862507107537,-79.4144429897052,Dog Run
855,"Little Portugal, Trinity",43.64873123168945,-79.41783905029297,The Lucky Penny,43.64701953746149,-79.41700293213309,Deli / Bodega
856,"Little Portugal, Trinity",43.64873123168945,-79.41783905029297,Hanmoto,43.649505301973576,-79.42276783144736,Asian Restaurant
857,"Little Portugal, Trinity",43.64873123168945,-79.41783905029297,Pho Tien Thanh,43.6454840897343,-79.41927617283633,Vietnamese Restaurant
858,"Little Portugal, Trinity",43.64873123168945,-79.41783905029297,Cocktail Bar,43.650830283293615,-79.41325265742118,Cocktail Bar
859,"Little Portugal, Trinity",43.64873123168945,-79.41783905029297,Northern Belle,43.65090626786184,-79.41283996212603,Cocktail Bar
860,"Little Portugal, Trinity",43.64873123168945,-79.41783905029297,Té,43.6457982128694,-79.41950829388077,Bistro
861,"Little Portugal, Trinity",43.64873123168945,-79.41783905029297,Tiger of Sweden Toronto,43.64547447021368,-79.41939519348614,Men's Store
862,"Little Portugal, Trinity",43.64873123168945,-79.41783905029297,Ufficio,43.649439390888254,-79.42301401069709,Italian Restaurant
863,"Little Portugal, Trinity",43.64873123168945,-79.41783905029297,Le Swan,43.645102,-79.41483,American Restaurant
864,"Little Portugal, Trinity",43.64873123168945,-79.41783905029297,Jimmy's Coffee,43.64452074032671,-79.4189080566799,Coffee Shop
865,"Little Portugal, Trinity",43.64873123168945,-79.41783905029297,Oyster Boy,43.64512413993281,-79.41425949836677,Seafood Restaurant
866,"Little Portugal, Trinity",43.64873123168945,-79.41783905029297,Fresh,43.64500965327651,-79.41508361054778,Juice Bar
867,"Little Portugal, Trinity",43.64873123168945,-79.41783905029297,Montgomery's,43.64427321589836,-79.41852057016375,Restaurant
868,"Little Portugal, Trinity",43.64873123168945,-79.41783905029297,Hanji,43.644664910209585,-79.41642916229416,Gift Shop
869,"Little Portugal, Trinity",43.64873123168945,-79.41783905029297,Rhum Corner,43.65089556873813,-79.41316982839948,Restaurant
870,"Little Portugal, Trinity",43.64873123168945,-79.41783905029297,Archive,43.65093807079375,-79.41251401160906,Wine Bar
871,"Little Portugal, Trinity",43.64873123168945,-79.41783905029297,BYOB Cocktail Emporium,43.64444685441145,-79.41775729184432,Miscellaneous Shop
872,"Little Portugal, Trinity",43.64873123168945,-79.41783905029297,Frankie's Bar & Cafe,43.64428952965486,-79.41848108576797,Diner
873,"Little Portugal, Trinity",43.64873123168945,-79.41783905029297,Ella's Uncle,43.650986621884364,-79.41250586210104,Coffee Shop
